,reviews
272,"

  Seems to be a quality product.

"
273,"

  Perfect product 👍🏼😷

"
274,"

  Useless

"
275,"

  Bad product.... Feel like a cheated..

"
276,"

  Very Good Item

"
277,"

  10 मास लिए 6 मास की शिलाई निकली हुई.।

"
278,"

  Good product.

"
279,"

  Amazing product.completely authentic mask.

"
280,"

  There were 9 masks in place of 10.

"
281,"

  No value for money

"
282,"

  It's comfortable

"
283,"

  Good one

"
284,"

  fit is not good

"
285,"

  Comfortable. Few mask had a lose loop

"
286,"

  Mask is good but it's lip is very bad

"
287,"

  Quality doesn't look genuine.

"
288,"

  Extremely comfortable

"
289,"

  Quality compromised n packaging is poor

"
290,"

  Better result

"
291,"

  Good product.

"
292,"

  Quality of the straps are very poor.

"
293,"

  Like product very much, meets all criterions

"
294,"

  Very bad quality this time

"
295,"

  Good one to buy

"
296,"

  It is 100% duplicate.

"
297,"

  Good product ,Relaible

"
298,"

  Like

"
299,"

  I like it .thanks to Amazon

"
300,"

  Small size mask  but good products

"
301,"

  Received only 9 instead of 10 mask

"
302,"

  Quality is good and it fits well.

"
303,"

  Very poor quality

"
304,"

  Nice product

"
305,"

  Value for money

"
306,"

  Value for money

"
307,"

  Comfort

"
308,"

  Quality of mask is very poor.

"
309,"

  Waste

"
310,"

  Goid quality

"
311,"

  Good product at great price

"
312,"

  Good product and packaging

"
313,"

  Value for money

"
314,"

  Its fake. Don't buy it.

"
315,"

  Value for money

"
316,"

  Value for money

"
317,"

  Quality is very poor

"
318,"

  Good product

"
319,"

  Nice product

"
320,"

  Good quality

"
321,"

  Good quality

"
322,"

  Good

"
323,"

  Nice mask,

"
324,"

  Value for money

"
325,"

  Comfort

"
326,"

  Worst product

"
327,"

  Good N95 mask

"
328,"

  Good product

"
329,"

  Good

"
330,
331,"

  Not good

"
332,"

  Size issue

"
333,"

  Best

"
334,"

  Good

"
335,"

  Good ... Authentic product... Just one suggestion... packaging should be better . Thank u  seller :love and respect, for original product.

"
336,"

  Nice product.But highly disappointed with delivery as delivery associates refused doorstep delivery .Had to travel 2 km and we collect the item.in this covid pandemic had to go out from home to get essential articles.Very disappointed with delivery

"
337,"

  Poor quality . 50 rs mask

"
338,"

  I returned immediately , it's been 4 months and amazon is not returning my money

"
339,"

  Product quality is good but the tag is getting easily detached while adjusting the mask. Pls look into this .

"
340,"

  It's a reasonable quality product. Good value for money. Fitting is good. Straps tend to become loose over time. Overall good product

"
341,"

  Appears to be as per spec with individual packing. Sealing against bypassing is good. No irritation to skin. Elastic strength is optimum making wearing  is a normal burden , probably no mask can be comfortable. Thanks to venus for bringing such good mask at reasonable rates in present scenario. Please invent to reduce rates so masses can afford them.

"
342,"

  It’s a well fitting mask. But product quality is variable. Lucky if you get those with good nose clips and sturdy strings. But it’s better than other non certified ones.

"
343,"

  True N95 respiratory for 3 times the cost.Very durable and effective respirator as described. Only sore experience was the exorbitant pricing.

"
344,"

  Strap quality is very low , breaks almost every time,  i have to fix it with fevi quick.What a shame.

"
345,"

  Good product. Being a doctor i can say product is std. Strap could have been more fixed(gets detached very easily)

"
346,"

  Recieved product today. Looked and fits good. Did check on quality. Water doesn't pass through, neither from outside nor inside. So satisfied.

"
347,"

  Very poor quality straps which broke instantly while placing on head.  The seller is selling poor quality product.  Wasted money

"
348,"

  Totally 3rd class product. Highly Not Recommend. Don't buy. Elastic bands are not perfect. And even mask material totally not woven.

"
349,"

  Venus is a brand which produces one of the best best quality masks in india.

"
350,"

  Authentic mask

"
351,"

  Out of 10 pieces 7 did not have a ear loop or head loop tightener so it all got wasted . Please take care next time I order it all the pieces are ok to use .

"
352,"

  The mask is perfect

"
353,"

  Worst quality product.All the ear bandss broked within 2nd or 3rd use

"
354,"

  Not at all worthy, cheap quality. There is no wire, we were expecting a good quality one but we are very disappointed

"
355,"

  Average packing not even comes in brand box. Straps are very week  and might lost soon. Better go with another product.

"
356,"

  Actual n95

"
